,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B9,B11,B12,AOT,WVP,SCL,TCI_R,TCI_G,TCI_B,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,date,longitude,latitude,cosVZA,cosSZA,cosRAA,QC,partition
699,105,244,0.0553,0.0338,0.0906,0.2309,0.2851,2825,0.3128,3000,0.1624,0.0846,432,3780,4,35,57,26,0,0,0,0,0,1.65531E+12,-95.19346655,39.04328978,0.9925,0.932,0.8887,0,3
700,105,244,0.0553,0.0338,0.0906,0.2309,0.2851,2825,0.3128,3000,0.1624,0.0846,432,3780,4,35,57,26,0,0,0,0,0,1.65531E+12,-95.19346655,39.04328978,0.9925,0.932,0.8887,0,3
701,109,251,0.0557,0.0331,0.094,0.2577,0.3208,3202,0.3563,3299,0.1691,0.0879,432,3965,4,35,57,26,0,0,0,0,0,1.65531E+12,-95.19277373,39.04330281,0.9925,0.932,0.8887,0,3
702,199,303,0.0503,0.0321,0.0774,0.2035,0.2544,2503,0.2781,2691,0.128,0.0645,302,3868,4,34,52,32,0,0,0,0,0,1.65557E+12,-95.19346655,39.04328978,0.9879,0.9402,-0.8507,0,3
703,199,303,0.0503,0.0321,0.0774,0.2035,0.2544,2503,0.2781,2691,0.128,0.0645,302,3868,4,34,52,32,0,0,0,0,0,1.65557E+12,-95.19346655,39.04328978,0.9879,0.9402,-0.8507,0,3
704,193,312,0.0523,0.032,0.0814,0.2315,0.2931,2915,0.3176,2941,0.1368,0.0676,302,4085,4,33,54,32,0,0,0,0,0,1.65557E+12,-95.19277373,39.04330281,0.9879,0.9402,-0.8507,0,3
705,343,338,0.0588,0.0346,0.0881,0.2396,0.2747,2709,0.302,2922,0.1562,0.0767,177,3215,4,35,60,35,0,0,0,0,0,1.65575E+12,-95.19346655,39.04328978,0.9925,0.9317,0.8861,0,3
706,343,338,0.0588,0.0346,0.0881,0.2396,0.2747,2709,0.302,2922,0.1562,0.0767,177,3215,4,35,60,35,0,0,0,0,0,1.65575E+12,-95.19346655,39.04328978,0.9925,0.9317,0.8861,0,3
707,337,334,0.0591,0.0334,0.0902,0.2598,0.3096,3066,0.3346,3143,0.1634,0.079,177,3427,4,35,60,35,0,0,0,0,0,1.65575E+12,-95.19277373,39.04330281,0.9925,0.9317,0.8861,0,3
708,232,306,0.0556,0.0316,0.0856,0.2312,0.284,2784,0.3061,2947,0.1554,0.0778,268,3731,4,33,57,32,0,0,0,0,0,1.65618E+12,-95.19346655,39.04328978,0.9925,0.9303,0.8979,0,3
709,232,306,0.0556,0.0316,0.0856,0.2312,0.284,2784,0.3061,2947,0.1554,0.0778,268,3731,4,33,57,32,0,0,0,0,0,1.65618E+12,-95.19346655,39.04328978,0.9925,0.9303,0.8979,0,3
710,228,301,0.0557,0.0305,0.0861,0.2625,0.329,3279,0.3564,3299,0.1655,0.08,268,3984,4,32,58,32,0,0,0,0,0,1.65618E+12,-95.19277373,39.04330281,0.9925,0.9303,0.8979,0,3
711,184,246,0.0406,0.0208,0.0625,0.1874,0.2334,2343,0.2517,2421,0.1084,0.0532,86,2279,4,22,42,26,0,0,0,0,0,1.65644E+12,-95.19346655,39.04328978,0.9879,0.9377,-0.8586,0,3
712,184,246,0.0406,0.0208,0.0625,0.1874,0.2334,2343,0.2517,2421,0.1084,0.0532,86,2279,4,22,42,26,0,0,0,0,0,1.65644E+12,-95.19346655,39.04328978,0.9879,0.9377,-0.8586,0,3
713,186,249,0.0424,0.0216,0.0671,0.2196,0.2805,2844,0.2999,2725,0.1202,0.0577,86,2495,4,23,44,26,0,0,0,0,0,1.65644E+12,-95.19277373,39.04330281,0.9879,0.9377,-0.8586,0,3
714,280,274,0.0543,0.0286,0.0832,0.2426,0.2845,2886,0.3066,2990,0.1526,0.0761,126,1952,4,30,56,29,0,0,0,0,0,1.65661E+12,-95.19346655,39.04328978,0.9925,0.9283,0.8906,0,3
715,280,274,0.0543,0.0286,0.0832,0.2426,0.2845,2886,0.3066,2990,0.1526,0.0761,126,1952,4,30,56,29,0,0,0,0,0,1.65661E+12,-95.19346655,39.04328978,0.9925,0.9283,0.8906,0,3
716,277,266,0.0539,0.0274,0.0853,0.2712,0.3269,3337,0.3507,3275,0.161,0.077,126,2131,4,28,56,29,0,0,0,0,0,1.65661E+12,-95.19277373,39.04330281,0.9925,0.9283,0.8906,0,3
717,219,297,0.0553,0.0289,0.0853,0.242,0.3017,2941,0.3233,3041,0.16,0.078,211,3867,4,30,57,32,0,0,0,0,0,1.65704E+12,-95.19346655,39.04328978,0.9925,0.9253,0.8967,0,3
718,219,297,0.0553,0.0289,0.0853,0.242,0.3017,2941,0.3233,3041,0.16,0.078,211,3867,4,30,57,32,0,0,0,0,0,1.65704E+12,-95.19346655,39.04328978,0.9925,0.9253,0.8967,0,3
719,221,301,0.0559,0.0291,0.0867,0.266,0.3324,3274,0.3583,3331,0.1686,0.0813,211,4056,4,31,57,31,0,0,0,0,0,1.65704E+12,-95.19277373,39.04330281,0.9925,0.9253,0.8967,0,3
720,254,270,0.0416,0.0203,0.0633,0.1914,0.2432,2415,0.2651,2503,0.111,0.0526,114,3632,4,21,43,28,0,0,0,0,0,1.6573E+12,-95.19346655,39.04328978,0.988,0.9319,-0.8541,0,3
721,254,270,0.0416,0.0203,0.0633,0.1914,0.2432,2415,0.2651,2503,0.111,0.0526,114,3632,4,21,43,28,0,0,0,0,0,1.6573E+12,-95.19346655,39.04328978,0.988,0.9319,-0.8541,0,3
722,247,282,0.0435,0.0212,0.0666,0.2213,0.2855,2815,0.3059,2791,0.1226,0.0571,114,3808,4,22,45,30,0,0,0,0,0,1.6573E+12,-95.19277373,39.04330281,0.988,0.9319,-0.8541,0,3
723,282,277,0.0531,0.0284,0.0825,0.2397,0.2805,2800,0.3057,2938,0.1509,0.0729,160,2583,4,30,54,29,0,0,0,0,0,1.65747E+12,-95.19346655,39.04328978,0.9925,0.9217,0.8843,0,3
724,282,277,0.0531,0.0284,0.0825,0.2397,0.2805,2800,0.3057,2938,0.1509,0.0729,160,2583,4,30,54,29,0,0,0,0,0,1.65747E+12,-95.19346655,39.04328978,0.9925,0.9217,0.8843,0,3
725,272,276,0.0539,0.0282,0.0844,0.2654,0.3222,3222,0.3429,3214,0.1601,0.0753,160,2716,4,29,55,30,0,0,0,0,0,1.65747E+12,-95.19277373,39.04330281,0.9925,0.9217,0.8843,0,3
726,212,213,0.0401,0.0221,0.0632,0.1827,0.2248,2243,0.2451,2353,0.111,0.0522,92,2384,4,23,41,22,0,0,0,0,0,1.65773E+12,-95.19346655,39.04328978,0.9879,0.928,-0.8547,0,3
727,212,213,0.0401,0.0221,0.0632,0.1827,0.2248,2243,0.2451,2353,0.111,0.0522,92,2384,4,23,41,22,0,0,0,0,0,1.65773E+12,-95.19346655,39.04328978,0.9879,0.928,-0.8547,0,3
728,208,224,0.0412,0.0227,0.0675,0.2136,0.2674,2705,0.2892,2696,0.1212,0.0541,92,2649,4,24,43,23,0,0,0,0,0,1.65773E+12,-95.19277373,39.04330281,0.9879,0.928,-0.8547,0,3
729,297,345,0.0551,0.0318,0.0841,0.2252,0.2773,2756,0.2996,2891,0.1498,0.0736,194,3307,4,33,57,36,0,0,0,0,0,1.65791E+12,-95.19346655,39.04328978,0.9924,0.917,0.8868,0,3
730,297,345,0.0551,0.0318,0.0841,0.2252,0.2773,2756,0.2996,2891,0.1498,0.0736,194,3307,4,33,57,36,0,0,0,0,0,1.65791E+12,-95.19346655,39.04328978,0.9924,0.917,0.8868,0,3
731,296,334,0.0551,0.0305,0.0849,0.2534,0.3231,3216,0.3479,3202,0.1598,0.0775,194,3471,4,31,57,35,0,0,0,0,0,1.65791E+12,-95.19277373,39.04330281,0.9924,0.917,0.8868,0,3
732,268,273,0.0507,0.0274,0.0803,0.2283,0.2743,2779,0.298,2867,0.1471,0.0727,109,1769,4,29,53,28,0,0,0,0,0,1.65834E+12,-95.19346655,39.04328978,0.9924,0.9117,0.8685,0,3
733,268,273,0.0507,0.0274,0.0803,0.2283,0.2743,2779,0.298,2867,0.1471,0.0727,109,1769,4,29,53,28,0,0,0,0,0,1.65834E+12,-95.19346655,39.04328978,0.9924,0.9117,0.8685,0,3
734,269,263,0.0517,0.0271,0.0808,0.2536,0.3089,3167,0.3308,3109,0.1559,0.0739,109,1910,4,28,53,28,0,0,0,0,0,1.65834E+12,-95.19277373,39.04330281,0.9924,0.9117,0.8685,0,3
735,214,235,0.041,0.0248,0.0656,0.1819,0.2253,2226,0.2468,2381,0.1146,0.0537,86,2992,4,26,42,25,0,0,0,0,0,1.6586E+12,-95.19346655,39.04328978,0.9881,0.9172,-0.8347,0,3
736,214,235,0.041,0.0248,0.0656,0.1819,0.2253,2226,0.2468,2381,0.1146,0.0537,86,2992,4,26,42,25,0,0,0,0,0,1.6586E+12,-95.19346655,39.04328978,0.9881,0.9172,-0.8347,0,3
737,214,240,0.0425,0.025,0.0699,0.2073,0.2594,2588,0.2812,2605,0.1254,0.0573,86,3216,4,26,44,25,0,0,0,0,0,1.6586E+12,-95.19277373,39.04330281,0.9881,0.9172,-0.8347,0,3
738,274,283,0.0432,0.0258,0.0657,0.1781,0.2203,2133,0.2366,2281,0.1104,0.0507,92,3479,4,27,45,29,0,0,0,0,0,1.65946E+12,-95.19346655,39.04328978,0.9881,0.9028,-0.8051,0,3
739,274,283,0.0432,0.0258,0.0657,0.1781,0.2203,2133,0.2366,2281,0.1104,0.0507,92,3479,4,27,45,29,0,0,0,0,0,1.65946E+12,-95.19346655,39.04328978,0.9881,0.9028,-0.8051,0,3
740,273,285,0.0455,0.0271,0.0689,0.2091,0.2654,2589,0.2866,2577,0.1215,0.0546,92,3848,4,28,47,30,0,0,0,0,0,1.65946E+12,-95.19277373,39.04330281,0.9881,0.9028,-0.8051,0,3
741,358,392,0.052,0.0341,0.0727,0.1923,0.2423,2384,0.261,2519,0.1149,0.0597,160,2725,4,36,54,41,0,0,0,0,0,1.65989E+12,-95.19346655,39.04328978,0.9881,0.894,-0.7799,0,3
742,358,392,0.052,0.0341,0.0727,0.1923,0.2423,2384,0.261,2519,0.1149,0.0597,160,2725,4,36,54,41,0,0,0,0,0,1.65989E+12,-95.19346655,39.04328978,0.9881,0.894,-0.7799,0,3
743,364,396,0.0541,0.0353,0.0755,0.2114,0.2737,2707,0.2932,2745,0.123,0.0642,160,2885,4,37,56,41,0,0,0,0,0,1.65989E+12,-95.19277373,39.04330281,0.9881,0.894,-0.7799,0,3
744,548,537,0.0714,0.0432,0.0959,0.256,0.3029,3089,0.3253,3123,0.1619,0.0801,97,2132,4,44,73,55,0,0,0,0,0,1.66007E+12,-95.19346655,39.04328978,0.9925,0.8811,0.8075,0,3
745,548,537,0.0714,0.0432,0.0959,0.256,0.3029,3089,0.3253,3123,0.1619,0.0801,97,2132,4,44,73,55,0,0,0,0,0,1.66007E+12,-95.19346655,39.04328978,0.9925,0.8811,0.8075,0,3
746,624,488,0.0687,0.0402,0.0939,0.2812,0.3376,3444,0.3674,3383,0.1686,0.0809,97,2229,4,42,71,50,0,0,0,0,0,1.66007E+12,-95.19277373,39.04330281,0.9925,0.8811,0.8075,0,3
747,260,269,0.0421,0.0255,0.0633,0.1784,0.2162,2155,0.2351,2282,0.1103,0.0527,75,2512,4,27,43,28,0,0,0,0,0,1.66032E+12,-95.19346655,39.04328978,0.988,0.8843,-0.7682,0,3
748,260,269,0.0421,0.0255,0.0633,0.1784,0.2162,2155,0.2351,2282,0.1103,0.0527,75,2512,4,27,43,28,0,0,0,0,0,1.66032E+12,-95.19346655,39.04328978,0.988,0.8843,-0.7682,0,3
749,265,281,0.0437,0.0263,0.0674,0.2026,0.2521,2578,0.2765,2532,0.1211,0.0563,75,2725,4,27,45,29,0,0,0,0,0,1.66032E+12,-95.19277373,39.04330281,0.988,0.8843,-0.7682,0,3
750,367,403,0.0569,0.0363,0.0846,0.2136,0.2651,2607,0.2847,2753,0.1452,0.0742,166,3241,4,37,59,42,0,0,0,0,0,1.6605E+12,-95.19346655,39.04328978,0.9923,0.8708,0.7988,0,3
751,367,403,0.0569,0.0363,0.0846,0.2136,0.2651,2607,0.2847,2753,0.1452,0.0742,166,3241,4,37,59,42,0,0,0,0,0,1.6605E+12,-95.19346655,39.04328978,0.9923,0.8708,0.7988,0,3
752,360,407,0.0582,0.0365,0.087,0.2392,0.3022,3008,0.3252,3002,0.1546,0.0764,166,3426,4,38,60,43,0,0,0,0,0,1.6605E+12,-95.19277373,39.04330281,0.9923,0.8708,0.7988,0,3
753,371,379,0.0536,0.0312,0.0779,0.2015,0.2545,2463,0.2711,2592,0.1334,0.0651,75,3055,4,33,55,39,0,0,0,0,0,1.66136E+12,-95.19346655,39.04328978,0.9922,0.847,0.7572,0,3
754,371,379,0.0536,0.0312,0.0779,0.2015,0.2545,2463,0.2711,2592,0.1334,0.0651,75,3055,4,33,55,39,0,0,0,0,0,1.66136E+12,-95.19346655,39.04328978,0.9922,0.847,0.7572,0,3
755,369,379,0.0534,0.0311,0.08,0.226,0.2825,2852,0.3082,2825,0.1436,0.0677,74,3177,4,32,55,39,0,0,0,0,0,1.66136E+12,-95.19277373,39.04330281,0.9922,0.847,0.7572,0,3
756,297,268,0.0482,0.0261,0.074,0.2074,0.2475,2420,0.2705,2567,0.1291,0.0608,74,3320,4,28,50,28,0,0,0,0,0,1.66179E+12,-95.19346655,39.04328978,0.9925,0.8335,0.7215,0,3
757,297,268,0.0482,0.0261,0.074,0.2074,0.2475,2420,0.2705,2567,0.1291,0.0608,74,3320,4,28,50,28,0,0,0,0,0,1.66179E+12,-95.19346655,39.04328978,0.9925,0.8335,0.7215,0,3
758,297,273,0.0485,0.0259,0.076,0.2332,0.2832,2827,0.306,2759,0.1389,0.0633,74,3484,4,27,49,28,0,0,0,0,0,1.66179E+12,-95.19277373,39.04330281,0.9925,0.8335,0.7215,0,3
759,229,248,0.0395,0.0266,0.0592,0.1548,0.1905,1881,0.2044,2012,0.0948,0.048,115,2109,4,28,41,26,0,0,0,0,0,1.66205E+12,-95.19346655,39.04328978,0.9879,0.8333,-0.6806,0,3
760,229,248,0.0395,0.0266,0.0592,0.1548,0.1905,1881,0.2044,2012,0.0948,0.048,115,2109,4,28,41,26,0,0,0,0,0,1.66205E+12,-95.19346655,39.04328978,0.9879,0.8333,-0.6806,0,3
761,229,268,0.0412,0.0277,0.064,0.1784,0.2206,2221,0.2384,2201,0.1029,0.05,115,2301,4,29,43,28,0,0,0,0,0,1.66205E+12,-95.19277373,39.04330281,0.9879,0.8333,-0.6806,0,3
762,653,910,0.1051,0.0864,0.1377,0.2596,0.3064,3065,0.3239,3020,0.1961,0.1109,140,3465,4,88,108,93,3,0,0,0,0,1.66223E+12,-95.19346655,39.04328978,0.9923,0.8184,0.7104,0,3
763,653,910,0.1051,0.0864,0.1377,0.2596,0.3064,3065,0.3239,3020,0.1961,0.1109,140,3465,4,88,108,93,3,0,0,0,0,1.66223E+12,-95.19346655,39.04328978,0.9923,0.8184,0.7104,0,3
764,633,612,0.0793,0.0581,0.1114,0.256,0.3137,3126,0.341,3148,0.1753,0.0942,140,3489,4,60,81,63,0,0,0,0,0,1.66223E+12,-95.19277373,39.04330281,0.9923,0.8184,0.7104,0,3
765,230,287,0.0417,0.0236,0.062,0.1746,0.2166,2198,0.2383,2232,0.1018,0.0501,86,2698,4,25,43,30,0,0,0,0,0,1.66248E+12,-95.19346655,39.04328978,0.9881,0.8173,-0.6466,0,3
766,230,287,0.0417,0.0236,0.062,0.1746,0.2166,2198,0.2383,2232,0.1018,0.0501,86,2698,4,25,43,30,0,0,0,0,0,1.66248E+12,-95.19346655,39.04328978,0.9881,0.8173,-0.6466,0,3
767,235,295,0.0436,0.0251,0.0667,0.1962,0.2512,2567,0.2735,2457,0.112,0.054,86,2909,4,26,45,31,0,0,0,0,0,1.66248E+12,-95.19277373,39.04330281,0.9881,0.8173,-0.6466,0,3
768,369,333,0.0521,0.0304,0.0756,0.2003,0.236,2420,0.2566,2423,0.1236,0.0592,69,1987,4,32,54,35,0,0,0,0,0,1.66266E+12,-95.19346655,39.04328978,0.9925,0.8024,0.6747,0,3
769,369,333,0.0521,0.0304,0.0756,0.2003,0.236,2420,0.2566,2423,0.1236,0.0592,69,1987,4,32,54,35,0,0,0,0,0,1.66266E+12,-95.19346655,39.04328978,0.9925,0.8024,0.6747,0,3
770,370,334,0.0523,0.0305,0.0775,0.2195,0.2608,2710,0.2844,2610,0.1316,0.0619,69,2106,4,32,54,35,0,0,0,0,0,1.66266E+12,-95.19277373,39.04330281,0.9925,0.8024,0.6747,0,3
771,116,159,0.0314,0.0169,0.0539,0.1615,0.1937,2035,0.2101,2045,0.0907,0.0415,63,1107,4,18,33,17,0,0,0,0,0,1.66292E+12,-95.19346655,39.04328978,0.9879,0.8004,-0.6363,0,3
772,116,159,0.0314,0.0169,0.0539,0.1615,0.1937,2035,0.2101,2045,0.0907,0.0415,63,1107,4,18,33,17,0,0,0,0,0,1.66292E+12,-95.19346655,39.04328978,0.9879,0.8004,-0.6363,0,3
773,114,159,0.0337,0.018,0.0585,0.1917,0.2344,2489,0.254,2321,0.1012,0.0454,63,1299,4,19,35,17,0,0,0,0,0,1.66292E+12,-95.19277373,39.04330281,0.9879,0.8004,-0.6363,0,3
774,324,353,0.0512,0.0303,0.0745,0.1927,0.2347,2409,0.2532,2433,0.1209,0.0578,74,1840,4,32,53,37,0,0,0,0,0,1.66309E+12,-95.19346655,39.04328978,0.9924,0.7849,0.667,0,3
775,324,353,0.0512,0.0303,0.0745,0.1927,0.2347,2409,0.2532,2433,0.1209,0.0578,74,1840,4,32,53,37,0,0,0,0,0,1.66309E+12,-95.19346655,39.04328978,0.9924,0.7849,0.667,0,3
776,317,356,0.0529,0.031,0.0776,0.2215,0.274,2842,0.2946,2669,0.1313,0.0612,74,2000,4,32,54,37,0,0,0,0,0,1.66309E+12,-95.19277373,39.04330281,0.9924,0.7849,0.667,0,3
777,304,319,0.0474,0.0305,0.0726,0.1834,0.2236,2191,0.2452,2372,0.1163,0.0585,149,3167,4,32,49,33,0,0,0,0,0,1.66378E+12,-95.19346655,39.04328978,0.988,0.7626,-0.5927,0,3
778,304,319,0.0474,0.0305,0.0726,0.1834,0.2236,2191,0.2452,2372,0.1163,0.0585,149,3167,4,32,49,33,0,0,0,0,0,1.66378E+12,-95.19346655,39.04328978,0.988,0.7626,-0.5927,0,3
779,432,315,0.0494,0.0318,0.0773,0.2114,0.266,2554,0.2991,2858,0.1307,0.0739,149,3219,4,33,51,32,0,0,0,0,0,1.66378E+12,-95.19277373,39.04330281,0.988,0.7626,-0.5927,0,3
780,75,160,0.0303,0.0159,0.0527,0.1537,0.1889,2009,0.2084,1959,0.0874,0.0438,57,970,4,17,32,17,0,0,0,0,0,1.66421E+12,-95.19346655,39.04328978,0.988,0.742,-0.5631,0,3
781,75,160,0.0303,0.0159,0.0527,0.1537,0.1889,2009,0.2084,1959,0.0874,0.0438,57,970,4,17,32,17,0,0,0,0,0,1.66421E+12,-95.19346655,39.04328978,0.988,0.742,-0.5631,0,3
782,65,165,0.033,0.0165,0.0551,0.1783,0.2208,2414,0.2418,2149,0.0973,0.0465,57,1041,4,18,34,17,0,0,0,0,0,1.66421E+12,-95.19277373,39.04330281,0.988,0.742,-0.5631,0,3
783,232,211,0.0421,0.0233,0.0661,0.1847,0.2156,2253,0.2332,2257,0.1113,0.0548,57,1078,4,25,43,22,0,0,0,0,0,1.66439E+12,-95.19346655,39.04328978,0.9924,0.7262,0.59,0,3
784,232,211,0.0421,0.0233,0.0661,0.1847,0.2156,2253,0.2332,2257,0.1113,0.0548,57,1078,4,25,43,22,0,0,0,0,0,1.66439E+12,-95.19346655,39.04328978,0.9924,0.7262,0.59,0,3
785,230,217,0.0424,0.0232,0.0668,0.2047,0.2438,2597,0.2642,2430,0.12,0.0572,57,1174,4,25,44,23,0,0,0,0,0,1.66439E+12,-95.19277373,39.04330281,0.9924,0.7262,0.59,0,3
786,135,175,0.0335,0.021,0.0586,0.1578,0.1915,1982,0.2059,1969,0.0934,0.0438,63,1419,4,22,35,19,0,0,0,0,0,1.66464E+12,-95.19346655,39.04328978,0.988,0.7207,-0.557,0,3
787,135,175,0.0335,0.021,0.0586,0.1578,0.1915,1982,0.2059,1969,0.0934,0.0438,63,1419,4,22,35,19,0,0,0,0,0,1.66464E+12,-95.19346655,39.04328978,0.988,0.7207,-0.557,0,3
788,138,186,0.036,0.0216,0.0635,0.1797,0.22,2315,0.2404,2184,0.1016,0.0466,63,1527,4,23,37,20,0,0,0,0,0,1.66464E+12,-95.19277373,39.04330281,0.988,0.7207,-0.557,0,3
789,226,270,0.0437,0.0254,0.0691,0.1794,0.2135,2244,0.2338,2267,0.1133,0.0568,69,1518,4,26,45,29,0,0,0,0,0,1.66482E+12,-95.19346655,39.04328978,0.9924,0.7046,0.5877,0,3
790,226,270,0.0437,0.0254,0.0691,0.1794,0.2135,2244,0.2338,2267,0.1133,0.0568,69,1518,4,26,45,29,0,0,0,0,0,1.66482E+12,-95.19346655,39.04328978,0.9924,0.7046,0.5877,0,3
791,221,272,0.0453,0.0264,0.074,0.2005,0.25,2580,0.2671,2421,0.122,0.0593,69,1624,4,28,46,28,0,0,0,0,0,1.66482E+12,-95.19277373,39.04330281,0.9924,0.7046,0.5877,0,3
792,180,263,0.0403,0.0254,0.066,0.1712,0.2068,2145,0.2274,2112,0.0999,0.0505,92,2043,4,26,42,27,0,0,0,0,0,1.66508E+12,-95.19346655,39.04328978,0.9881,0.6984,-0.5276,0,3
793,180,263,0.0403,0.0254,0.066,0.1712,0.2068,2145,0.2274,2112,0.0999,0.0505,92,2043,4,26,42,27,0,0,0,0,0,1.66508E+12,-95.19346655,39.04328978,0.9881,0.6984,-0.5276,0,3
794,190,267,0.0425,0.0267,0.0724,0.1878,0.2329,2445,0.2547,2284,0.1082,0.0533,92,2099,4,28,44,28,0,0,0,0,0,1.66508E+12,-95.19277373,39.04330281,0.9881,0.6984,-0.5276,0,3
795,249,226,0.0426,0.0269,0.0708,0.1813,0.2105,2242,0.2336,2216,0.1096,0.0546,69,936,4,28,44,23,0,0,0,0,0,1.66525E+12,-95.19346655,39.04328978,0.9924,0.6826,0.5548,0,3
796,249,226,0.0426,0.0269,0.0708,0.1813,0.2105,2242,0.2336,2216,0.1096,0.0546,69,936,4,28,44,23,0,0,0,0,0,1.66525E+12,-95.19346655,39.04328978,0.9924,0.6826,0.5548,0,3
797,253,236,0.0457,0.0274,0.0746,0.2039,0.2406,2593,0.265,2439,0.117,0.0585,69,1005,4,28,47,25,0,0,0,0,0,1.66525E+12,-95.19277373,39.04330281,0.9924,0.6826,0.5548,0,3
798,51,115,0.0247,0.0153,0.0474,0.1181,0.1424,1502,0.1553,1573,0.0727,0.0339,166,2489,4,16,26,13,0,0,0,0,0,1.66551E+12,-95.19346655,39.04328978,0.9881,0.6758,-0.524,0,3
799,51,115,0.0247,0.0153,0.0474,0.1181,0.1424,1502,0.1553,1573,0.0727,0.0339,166,2489,4,16,26,13,0,0,0,0,0,1.66551E+12,-95.19346655,39.04328978,0.9881,0.6758,-0.524,0,3
800,57,101,0.0261,0.0174,0.0524,0.1373,0.1656,1687,0.1911,1932,0.0808,0.0401,166,2604,4,19,27,11,0,0,0,0,0,1.66551E+12,-95.19277373,39.04330281,0.9881,0.6758,-0.524,0,3
801,152,212,0.0408,0.0257,0.0733,0.1797,0.2114,2281,0.2326,2166,0.1108,0.0553,74,545,4,27,43,22,0,0,0,0,0,1.66568E+12,-95.19346655,39.04328978,0.9923,0.6598,0.554,0,3
802,152,212,0.0408,0.0257,0.0733,0.1797,0.2114,2281,0.2326,2166,0.1108,0.0553,74,545,4,27,43,22,0,0,0,0,0,1.66568E+12,-95.19346655,39.04328978,0.9923,0.6598,0.554,0,3
803,155,223,0.0441,0.029,0.0805,0.2011,0.2395,2668,0.2727,2442,0.1205,0.0597,74,636,4,31,45,23,0,0,0,0,0,1.66568E+12,-95.19277373,39.04330281,0.9923,0.6598,0.554,0,3
804,42,160,0.0326,0.0225,0.0628,0.1496,0.1813,1948,0.1997,1952,0.0814,0.0433,103,1268,4,23,34,17,0,0,0,0,0,1.66594E+12,-95.19346655,39.04328978,0.9881,0.6527,-0.5007,0,3
805,42,160,0.0326,0.0225,0.0628,0.1496,0.1813,1948,0.1997,1952,0.0814,0.0433,103,1268,4,23,34,17,0,0,0,0,0,1.66594E+12,-95.19346655,39.04328978,0.9881,0.6527,-0.5007,0,3
806,49,170,0.035,0.0248,0.0679,0.1695,0.2027,2177,0.2292,2064,0.0899,0.0456,103,1293,4,26,36,18,0,0,0,0,0,1.66594E+12,-95.19277373,39.04330281,0.9881,0.6527,-0.5007,0,3
807,157,155,0.0359,0.0249,0.0716,0.1727,0.1961,2209,0.2229,2046,0.1049,0.0528,69,242,4,26,37,16,0,0,0,0,0,1.66611E+12,-95.19346655,39.04328978,0.9923,0.6368,0.527,0,3
808,157,155,0.0359,0.0249,0.0716,0.1727,0.1961,2209,0.2229,2046,0.1049,0.0528,69,242,4,26,37,16,0,0,0,0,0,1.66611E+12,-95.19346655,39.04328978,0.9923,0.6368,0.527,0,3
809,161,162,0.0396,0.0271,0.0774,0.1941,0.2222,2533,0.2535,2197,0.1164,0.0574,69,271,4,28,41,17,0,0,0,0,0,1.66611E+12,-95.19277373,39.04330281,0.9923,0.6368,0.527,0,3
810,46,120,0.0299,0.0227,0.0632,0.1461,0.1708,1853,0.1926,1899,0.099,0.0481,80,793,4,24,31,13,0,0,0,0,0,1.66637E+12,-95.19346655,39.04328978,0.9881,0.6295,-0.502,0,3
811,46,120,0.0299,0.0227,0.0632,0.1461,0.1708,1853,0.1926,1899,0.099,0.0481,80,793,4,24,31,13,0,0,0,0,0,1.66637E+12,-95.19346655,39.04328978,0.9881,0.6295,-0.502,0,3
812,45,129,0.0339,0.0265,0.0704,0.1629,0.194,2168,0.2229,2033,0.112,0.0541,80,842,4,28,35,13,0,0,0,0,0,1.66637E+12,-95.19277373,39.04330281,0.9881,0.6295,-0.502,0,3
813,183,263,0.0457,0.0374,0.0838,0.1665,0.1979,2018,0.2196,2191,0.1263,0.0664,114,2859,4,39,48,27,0,0,0,0,0,1.66655E+12,-95.19346655,39.04328978,0.9924,0.6137,0.5305,0,3
814,183,263,0.0457,0.0374,0.0838,0.1665,0.1979,2018,0.2196,2191,0.1263,0.0664,114,2859,4,39,48,27,0,0,0,0,0,1.66655E+12,-95.19346655,39.04328978,0.9924,0.6137,0.5305,0,3
815,186,284,0.0559,0.0535,0.1137,0.1932,0.2332,2398,0.2655,2340,0.1517,0.0792,114,2889,4,55,58,30,0,0,0,0,0,1.66655E+12,-95.19277373,39.04330281,0.9924,0.6137,0.5305,0,3
816,90,221,0.0368,0.0355,0.0707,0.1386,0.1637,1861,0.1927,1915,0.104,0.0601,97,962,4,37,38,23,0,0,0,0,0,1.6668E+12,-95.19346655,39.04328978,0.9881,0.6063,-0.4807,0,3
817,90,221,0.0368,0.0355,0.0707,0.1386,0.1637,1861,0.1927,1915,0.104,0.0601,97,962,4,37,38,23,0,0,0,0,0,1.6668E+12,-95.19346655,39.04328978,0.9881,0.6063,-0.4807,0,3
818,96,250,0.0419,0.0494,0.0882,0.1499,0.1802,2115,0.2239,2018,0.1226,0.072,97,1001,4,51,43,26,0,0,0,0,0,1.6668E+12,-95.19277373,39.04330281,0.9881,0.6063,-0.4807,0,3
819,142,152,0.0335,0.0285,0.0691,0.1509,0.1766,1938,0.2041,2035,0.1155,0.0604,97,1068,4,30,35,16,0,0,0,0,0,1.66698E+12,-95.19346655,39.04328978,0.9924,0.5909,0.5066,0,3
