,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_B10,ST_ATRAN,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,QA_PIXEL,QA_RADSAT,date,longitude,latitude,cosVZA,cosSZA,cosRAA,partition,ID,PLOT_ID,Date
4,0.07191999999999998,0.08432250000000002,0.109595,0.1325575,0.240605,0.37062500000000004,0.28609,96.0,52764.0,8404.0,1728.0,639.0,9718.0,131.0,206.0,12970.0,1261.0,21824.0,0.0,1594489029033.0,-104.74731225407803,40.81733002623259,0.9962000000000001,0.8957,0.8802000000000001,10.0,171,CPER_062,9/7/2020
5,0.07612750000000001,0.08940999999999999,0.1164425,0.14166,0.24657250000000003,0.3878675,0.306275,96.0,52835.0,8407.0,1731.0,638.0,9739.0,136.0,208.0,13030.0,1259.0,21824.0,0.0,1594489029033.0,-104.74802268735962,40.81760183532914,0.9962000000000001,0.8957,0.8803000000000001,10.0,171,CPER_062,9/7/2020
6,0.07024249999999999,0.08346999999999999,0.11014499999999999,0.1336025,0.23813,0.37032250000000005,0.283065,96.0,52826.0,8405.0,1731.0,639.0,9718.0,131.0,206.0,13001.0,1261.0,21824.0,0.0,1594489029033.0,-104.74766695796825,40.81760105789046,0.9962000000000001,0.8957,0.8802000000000001,10.0,171,CPER_062,9/7/2020
7,0.06540249999999997,0.0749725,0.09999750000000002,0.1201275,0.2246825,0.3585525,0.2865575,96.0,51813.0,8626.0,2969.0,542.0,9739.0,136.0,188.0,12603.0,1043.0,21824.0,0.0,1593711772393.0,-104.7480247325457,40.8170613290421,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
8,0.06251499999999999,0.07191999999999998,0.0954875,0.11391250000000003,0.21846749999999998,0.344775,0.2707725,96.0,51809.0,8626.0,2971.0,542.0,9718.0,131.0,186.0,12578.0,1044.0,21824.0,0.0,1593711772393.0,-104.74766900604156,40.817060551618134,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
9,0.06603500000000001,0.07483499999999998,0.09947499999999998,0.11932999999999999,0.222455,0.35120999999999997,0.28103,66.0,51852.0,8626.0,2967.0,542.0,9739.0,136.0,188.0,12623.0,1043.0,21824.0,0.0,1593711772393.0,-104.74802370995961,40.81733158219198,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
10,0.061415,0.07049,0.09378249999999999,0.11174,0.2133525,0.3365525,0.26260500000000003,96.0,51849.0,8625.0,2968.0,542.0,9718.0,131.0,186.0,12598.0,1045.0,21824.0,0.0,1593711772393.0,-104.74766798201185,40.81733080476066,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
11,0.06047999999999998,0.0706,0.09496500000000002,0.1134175,0.21382,0.33743249999999997,0.26211,96.0,51809.0,8625.0,2969.0,543.0,9718.0,131.0,186.0,12578.0,1045.0,21824.0,0.0,1593711772393.0,-104.74731225407803,40.81733002623259,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
12,0.06507249999999998,0.07491750000000003,0.09854000000000002,0.11952249999999998,0.2175875,0.35264,0.27982,96.0,51893.0,8626.0,2964.0,542.0,9739.0,136.0,188.0,12643.0,1043.0,21824.0,0.0,1593711772393.0,-104.74802268735962,40.81760183532914,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
13,0.061085,0.07040750000000001,0.09378249999999999,0.11349999999999999,0.21354499999999998,0.336085,0.2579575,96.0,51888.0,8625.0,2965.0,543.0,9718.0,131.0,187.0,12617.0,1045.0,21824.0,0.0,1593711772393.0,-104.74766695796825,40.81760105789046,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
14,0.07667750000000001,0.08242500000000003,0.10324250000000001,0.12153000000000003,0.2249025,0.35681999999999997,0.2837525,96.0,51814.0,8626.0,2051.0,542.0,9739.0,136.0,198.0,12604.0,1043.0,21824.0,0.0,1593711796280.0,-104.7480247325457,40.8170613290421,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
15,0.07381749999999998,0.07942749999999998,0.09878749999999997,0.115315,0.21868749999999998,0.3433725,0.268325,96.0,51810.0,8626.0,2052.0,542.0,9718.0,131.0,196.0,12578.0,1044.0,21824.0,0.0,1593711796280.0,-104.74766900604156,40.817060551618134,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
16,0.07728249999999998,0.08228750000000001,0.102775,0.12075999999999998,0.222675,0.34975249999999997,0.2785,96.0,51852.0,8626.0,2054.0,542.0,9739.0,136.0,198.0,12623.0,1043.0,21824.0,0.0,1593711796280.0,-104.74802370995961,40.81733158219198,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
17,0.07279999999999998,0.07805250000000002,0.09708250000000002,0.11316999999999999,0.2135725,0.33498500000000003,0.2602125,96.0,51850.0,8625.0,2055.0,542.0,9718.0,131.0,196.0,12598.0,1045.0,21824.0,0.0,1593711796280.0,-104.74766798201185,40.81733080476066,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
18,0.0718375,0.07807999999999998,0.09821000000000002,0.114765,0.21398499999999998,0.33583749999999996,0.259525,96.0,51810.0,8625.0,2055.0,543.0,9718.0,131.0,196.0,12578.0,1045.0,21824.0,0.0,1593711796280.0,-104.74731225407803,40.81733002623259,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
19,0.07632,0.08239750000000001,0.10181249999999997,0.12089749999999999,0.2176975,0.35120999999999997,0.277345,96.0,51893.0,8626.0,2057.0,542.0,9739.0,136.0,198.0,12644.0,1043.0,21824.0,0.0,1593711796280.0,-104.74802268735962,40.81760183532914,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
20,0.07246999999999998,0.07794250000000003,0.09710999999999997,0.11495749999999999,0.21373750000000002,0.33468250000000005,0.25562,96.0,51888.0,8625.0,2058.0,543.0,9718.0,131.0,196.0,12617.0,1045.0,21824.0,0.0,1593711796280.0,-104.74766695796825,40.81760105789046,0.9937,0.9096000000000001,0.0,10.0,171,CPER_062,9/7/2020
0,0.049754999999999994,0.061195,0.09075749999999999,0.09543249999999998,0.32637750000000004,0.30072000000000004,0.15829749999999998,96.0,49590.0,4310.0,237.0,2016.0,9529.0,0.0,326.0,9893.0,4735.0,21824.0,0.0,1594133402859.0,-67.07636511396842,18.019312468693816,0.9991000000000001,0.9096000000000001,0.6882,10.0,172,LAJA_054,9/7/2020
1,0.06474249999999998,0.07390000000000002,0.096945,0.11792750000000002,0.254575,0.34758000000000006,0.2150575,96.0,49873.0,4310.0,240.0,2016.0,9529.0,0.0,324.0,9959.0,4735.0,21824.0,0.0,1594133402859.0,-67.07664542789577,18.01958628915974,0.9991000000000001,0.9096000000000001,0.6886,10.0,172,LAJA_054,9/7/2020
2,0.0519,0.06072749999999999,0.08968500000000001,0.09697250000000002,0.299785,0.31468999999999997,0.17653000000000002,96.0,49596.0,4310.0,240.0,2016.0,9529.0,0.0,324.0,9894.0,4735.0,21824.0,0.0,1594133402859.0,-67.07636217102336,18.019583473689647,0.9991000000000001,0.9096000000000001,0.6883,10.0,172,LAJA_054,9/7/2020
3,0.053302499999999975,0.06347750000000002,0.0934525,0.09551500000000002,0.30929999999999996,0.27929750000000003,0.14941500000000002,96.0,49137.0,4310.0,239.0,2016.0,9529.0,0.0,324.0,9789.0,4735.0,21824.0,0.0,1594133402859.0,-67.07607891420277,18.01958065780552,0.9991000000000001,0.9096000000000001,0.6881,10.0,172,LAJA_054,9/7/2020
4,0.062267499999999976,0.07197500000000001,0.09466249999999998,0.11490250000000002,0.26563000000000003,0.3386425,0.20479999999999998,66.0,49862.0,4310.0,243.0,2016.0,9529.0,0.0,323.0,9956.0,4735.0,21824.0,0.0,1594133402859.0,-67.07664248533162,18.019857294192697,0.9991000000000001,0.9096000000000001,0.6886,10.0,172,LAJA_054,9/7/2020
5,0.054705000000000004,0.06416499999999997,0.09108749999999999,0.10582750000000002,0.2799575,0.31876,0.1844225,96.0,49616.0,4310.0,243.0,2016.0,9529.0,0.0,323.0,9899.0,4735.0,21824.0,0.0,1594133402859.0,-67.07635922802653,18.019854478677438,0.9991000000000001,0.9096000000000001,0.6883,10.0,172,LAJA_054,9/7/2020
6,0.05264249999999998,0.06268000000000001,0.09114250000000002,0.0900975,0.31609250000000005,0.28097500000000003,0.1541725,96.0,49088.0,4310.0,242.0,2016.0,9529.0,0.0,322.0,9777.0,4735.0,21824.0,0.0,1594133402859.0,-67.07607597077322,18.01985166274814,0.9991000000000001,0.9096000000000001,0.6881,10.0,172,LAJA_054,9/7/2020
7,0.04596,0.058445000000000025,0.0894375,0.09400249999999999,0.3251675,0.30006000000000005,0.1570875,66.0,49596.0,4310.0,106.0,2016.0,9529.0,0.0,404.0,9894.0,4735.0,21824.0,0.0,1594133426763.0,-67.07636511396842,18.019312468693816,0.9991000000000001,0.9096000000000001,0.6884,10.0,172,LAJA_054,9/7/2020
8,0.06446750000000001,0.073405,0.09631250000000002,0.11696499999999999,0.25419,0.34744250000000004,0.2134625,96.0,49875.0,4310.0,105.0,2016.0,9529.0,0.0,405.0,9959.0,4735.0,21824.0,0.0,1594133426763.0,-67.07664542789577,18.01958628915974,0.9991000000000001,0.9096000000000001,0.6887,10.0,172,LAJA_054,9/7/2020
9,0.04868249999999999,0.05841750000000001,0.08855750000000001,0.0961475,0.2990975,0.31477249999999996,0.17554000000000003,96.0,49606.0,4310.0,103.0,2016.0,9529.0,0.0,406.0,9897.0,4735.0,21824.0,0.0,1594133426763.0,-67.07636217102336,18.019583473689647,0.9991000000000001,0.9096000000000001,0.6884,10.0,172,LAJA_054,9/7/2020
10,0.05363249999999997,0.06342249999999999,0.09295750000000003,0.09452500000000003,0.3097125,0.279215,0.1481225,96.0,49140.0,4310.0,102.0,2016.0,9529.0,0.0,407.0,9789.0,4735.0,21824.0,0.0,1594133426763.0,-67.07607891420277,18.01958065780552,0.9991000000000001,0.9096000000000001,0.6882,10.0,172,LAJA_054,9/7/2020
11,0.06169000000000002,0.07136999999999999,0.09394750000000002,0.1141875,0.266235,0.3383675,0.2025725,96.0,49862.0,4310.0,102.0,2016.0,9529.0,0.0,407.0,9956.0,4735.0,21824.0,0.0,1594133426763.0,-67.07664248533162,18.019857294192697,0.9991000000000001,0.9096000000000001,0.6888000000000001,10.0,172,LAJA_054,9/7/2020
12,0.05176249999999999,0.06215749999999998,0.09006999999999998,0.1052225,0.2791325,0.3184575,0.18258000000000002,96.0,49626.0,4310.0,101.0,2016.0,9529.0,0.0,408.0,9901.0,4735.0,21824.0,0.0,1594133426763.0,-67.07635922802653,18.019854478677438,0.9991000000000001,0.9096000000000001,0.6886,10.0,172,LAJA_054,9/7/2020
13,0.05288999999999999,0.06270749999999997,0.09081250000000002,0.08960249999999997,0.31592749999999997,0.28064500000000003,0.1525225,96.0,49102.0,4310.0,99.0,2016.0,9529.0,0.0,409.0,9781.0,4735.0,21824.0,0.0,1594133426763.0,-67.07607597077322,18.01985166274814,0.9991000000000001,0.9096000000000001,0.6882,10.0,172,LAJA_054,9/7/2020
0,0.028414999999999996,0.03141250000000001,0.050002500000000005,0.048022499999999996,0.23197,0.18059999999999998,0.11215249999999999,96.0,46598.0,9172.0,349.0,296.0,9816.0,95.0,215.0,10299.0,538.0,21824.0,0.0,1593711796280.0,-105.54544066722126,40.27713569789534,0.9994000000000001,0.9089,0.0,1.0,173,RMNP_046,9/7/2020
1,0.027480000000000004,0.030917499999999987,0.04939750000000001,0.04700499999999999,0.2375525,0.19490000000000002,0.11927500000000002,96.0,46586.0,9171.0,351.0,296.0,9818.0,95.0,215.0,10295.0,539.0,21824.0,0.0,1593711796280.0,-105.54508779858486,40.2771373607423,0.9994000000000001,0.9089,0.0,1.0,173,RMNP_046,9/7/2020
2,0.02385000000000001,0.027205000000000007,0.04345750000000001,0.03691249999999999,0.2561975,0.15054250000000002,0.08302999999999999,96.0,46617.0,9170.0,354.0,296.0,9838.0,78.0,212.0,10329.0,540.0,21824.0,0.0,1593711796280.0,-105.54473492991909,40.27713902251324,0.9994000000000001,0.9089,0.0,1.0,173,RMNP_046,9/7/2020
3,0.024895,0.027150000000000007,0.045217499999999994,0.037325,0.28232250000000003,0.16781249999999998,0.0903175,66.0,46696.0,9172.0,351.0,296.0,9834.0,95.0,215.0,10363.0,539.0,21824.0,0.0,1593711796280.0,-105.545442838986,40.27740596672696,0.9994000000000001,0.9089,0.0,2.0,173,RMNP_046,9/7/2020
4,0.031137499999999985,0.03449250000000001,0.055145,0.05140499999999998,0.28125,0.193525,0.11198750000000002,96.0,46818.0,9170.0,353.0,296.0,9823.0,95.0,215.0,10409.0,540.0,21824.0,0.0,1593711796280.0,-105.54508996894477,40.27740762958972,0.9994000000000001,0.9089,0.0,2.0,173,RMNP_046,9/7/2020
5,0.030917499999999987,0.032649999999999985,0.055804999999999993,0.050634999999999986,0.27481500000000003,0.193635,0.122025,96.0,46979.0,9170.0,356.0,296.0,9831.0,78.0,212.0,10494.0,540.0,21824.0,0.0,1593711796280.0,-105.54473709887418,40.27740929137644,0.9994000000000001,0.9089,0.0,2.0,173,RMNP_046,9/7/2020
6,0.03691249999999999,0.0418625,0.06597999999999998,0.06488,0.2694525,0.23972500000000002,0.150735,96.0,47300.0,9171.0,355.0,296.0,9810.0,95.0,215.0,10627.0,539.0,21824.0,0.0,1593711796280.0,-105.54509213933405,40.27767789842437,0.9994000000000001,0.9089,0.0,2.0,173,RMNP_046,9/7/2020
7,0.04565749999999999,0.05247750000000001,0.0745325,0.08470749999999999,0.22888999999999998,0.2620825,0.17969249999999998,96.0,47540.0,9170.0,358.0,296.0,9799.0,78.0,212.0,10730.0,540.0,21824.0,0.0,1593711796280.0,-105.54473926785859,40.27767956022689,0.9994000000000001,0.9089,0.0,2.0,173,RMNP_046,9/7/2020
0,0.08066499999999999,0.09502,0.12386750000000002,0.1511475,0.25573,0.4033225,0.32505750000000005,96.0,52864.0,8407.0,1719.0,638.0,9739.0,136.0,208.0,13044.0,1259.0,21824.0,0.0,1594489029033.0,-104.74838250130713,40.81652159901667,0.9962000000000001,0.8957,0.8803000000000001,10.0,174,CPER_056,9/7/2020
1,0.08083000000000001,0.09713749999999999,0.12543500000000002,0.15332,0.25848,0.4080525,0.3285225,66.0,52811.0,8407.0,1719.0,638.0,9739.0,136.0,208.0,13018.0,1259.0,21824.0,0.0,1594489029033.0,-104.74802677767624,40.816520822704156,0.9962000000000001,0.8957,0.8803000000000001,10.0,174,CPER_056,9/7/2020
2,0.08041749999999998,0.09405750000000002,0.12323499999999998,0.1496075,0.25584,0.4026625,0.321455,96.0,52854.0,8407.0,1722.0,638.0,9739.0,136.0,208.0,13040.0,1259.0,21824.0,0.0,1594489029033.0,-104.74838148019236,40.81679185219936,0.9962000000000001,0.8957,0.8803000000000001,10.0,174,CPER_056,9/7/2020
3,0.08110499999999998,0.0958175,0.12603999999999999,0.15332,0.2599925,0.4065675,0.32527750000000005,96.0,52799.0,8407.0,1722.0,638.0,9739.0,136.0,208.0,13012.0,1259.0,21824.0,0.0,1594489029033.0,-104.74802575511792,40.81679107587948,0.9962000000000001,0.8957,0.8803000000000001,10.0,174,CPER_056,9/7/2020
4,0.07557750000000002,0.08902500000000002,0.11801,0.1421,0.25531750000000003,0.3910025,0.30850249999999996,96.0,52805.0,8407.0,1722.0,638.0,9718.0,131.0,206.0,12991.0,1259.0,21824.0,0.0,1594489029033.0,-104.74767003005735,40.816790298462884,0.9962000000000001,0.8957,0.8803000000000001,10.0,174,CPER_056,9/7/2020
5,0.07763999999999999,0.09017999999999998,0.11770750000000002,0.14336500000000002,0.25298,0.39438500000000004,0.3125725,96.0,52854.0,8408.0,1725.0,638.0,9739.0,136.0,208.0,13040.0,1258.0,21824.0,0.0,1594489029033.0,-104.74838045906374,40.81706210536932,0.9962000000000001,0.8957,0.8803000000000001,10.0,174,CPER_056,9/7/2020
6,0.07840999999999998,0.09152749999999998,0.11905500000000002,0.1448775,0.25265,0.39647499999999997,0.31411249999999996,96.0,52801.0,8407.0,1725.0,638.0,9739.0,136.0,208.0,13013.0,1259.0,21824.0,0.0,1594489029033.0,-104.7480247325457,40.8170613290421,0.9962000000000001,0.8957,0.8803000000000001,10.0,174,CPER_056,9/7/2020
7,0.06597999999999998,0.07708999999999999,0.10302250000000002,0.1235925,0.2296875,0.3632275,0.29269,96.0,51784.0,8626.0,2974.0,542.0,9739.0,136.0,188.0,12589.0,1043.0,21824.0,0.0,1593711772393.0,-104.74838250130713,40.81652159901667,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
8,0.06809749999999998,0.078905,0.10596499999999998,0.126095,0.2293575,0.366335,0.29467,66.0,51731.0,8626.0,2975.0,542.0,9739.0,136.0,188.0,12563.0,1043.0,21824.0,0.0,1593711772393.0,-104.74802677767624,40.816520822704156,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
9,0.06727250000000001,0.07772249999999997,0.10271999999999998,0.1230425,0.22729500000000002,0.3632,0.28994000000000003,96.0,51844.0,8626.0,2971.0,542.0,9739.0,136.0,188.0,12619.0,1043.0,21824.0,0.0,1593711772393.0,-104.74838148019236,40.81679185219936,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
10,0.0689225,0.079345,0.10395749999999998,0.12469249999999998,0.23012749999999998,0.36647250000000003,0.29291,96.0,51773.0,8626.0,2972.0,542.0,9739.0,136.0,188.0,12583.0,1043.0,21824.0,0.0,1593711772393.0,-104.74802575511792,40.81679107587948,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
11,0.06419249999999999,0.07428499999999999,0.09686250000000002,0.11539749999999999,0.2245725,0.3549225,0.2796,96.0,51770.0,8626.0,2973.0,542.0,9718.0,131.0,186.0,12559.0,1043.0,21824.0,0.0,1593711772393.0,-104.74767003005735,40.816790298462884,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
12,0.06435750000000001,0.07401000000000002,0.0993925,0.11869750000000001,0.22460000000000002,0.35715,0.2839175,96.0,51897.0,8627.0,2968.0,542.0,9739.0,136.0,188.0,12646.0,1043.0,21824.0,0.0,1593711772393.0,-104.74838045906374,40.81706210536932,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
13,0.06540249999999997,0.0749725,0.09999750000000002,0.1201275,0.2246825,0.3585525,0.2865575,96.0,51813.0,8626.0,2969.0,542.0,9739.0,136.0,188.0,12603.0,1043.0,21824.0,0.0,1593711772393.0,-104.7480247325457,40.8170613290421,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
14,0.07717249999999998,0.0844875,0.10621249999999999,0.12488500000000002,0.229825,0.361605,0.289885,96.0,51785.0,8626.0,2045.0,542.0,9739.0,136.0,198.0,12590.0,1043.0,21824.0,0.0,1593711796280.0,-104.74838250130713,40.81652159901667,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
15,0.079235,0.08624749999999998,0.10909999999999997,0.12747000000000003,0.22955000000000003,0.36471250000000005,0.291865,96.0,51732.0,8626.0,2045.0,542.0,9739.0,136.0,198.0,12563.0,1043.0,21824.0,0.0,1593711796280.0,-104.74802677767624,40.816520822704156,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
16,0.07840999999999998,0.085065,0.10588249999999999,0.12433499999999997,0.22740500000000002,0.36155,0.2871625,66.0,51845.0,8626.0,2048.0,542.0,9739.0,136.0,198.0,12619.0,1043.0,21824.0,0.0,1593711796280.0,-104.74838148019236,40.81679185219936,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
17,0.08006000000000002,0.08666000000000001,0.10711999999999999,0.125985,0.2301825,0.3648225,0.29016000000000003,96.0,51773.0,8626.0,2048.0,542.0,9739.0,136.0,198.0,12584.0,1043.0,21824.0,0.0,1593711796280.0,-104.74802575511792,40.81679107587948,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
18,0.07552249999999999,0.08182,0.10019,0.11682749999999997,0.22473749999999998,0.35327250000000004,0.27707,96.0,51770.0,8626.0,2049.0,542.0,9718.0,131.0,196.0,12559.0,1043.0,21824.0,0.0,1593711796280.0,-104.74767003005735,40.816790298462884,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
19,0.07557750000000002,0.08143499999999998,0.10258250000000002,0.11998999999999999,0.22473749999999998,0.3554175,0.2811125,96.0,51899.0,8627.0,2051.0,542.0,9739.0,136.0,198.0,12647.0,1043.0,21824.0,0.0,1593711796280.0,-104.74838045906374,40.81706210536932,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
20,0.07667750000000001,0.08242500000000003,0.10324250000000001,0.12153000000000003,0.2249025,0.35681999999999997,0.2837525,96.0,51814.0,8626.0,2051.0,542.0,9739.0,136.0,198.0,12604.0,1043.0,21824.0,0.0,1593711796280.0,-104.7480247325457,40.8170613290421,0.9937,0.9096000000000001,0.0,10.0,174,CPER_056,9/7/2020
0,0.037242499999999984,0.0415325,0.06430249999999998,0.07090249999999998,0.23166750000000003,0.19696249999999998,0.13013750000000002,96.0,46713.0,9173.0,347.0,295.0,9797.0,95.0,215.0,10335.0,538.0,21824.0,0.0,1593711796280.0,-105.54579353582828,40.277134033972345,0.9994000000000001,0.9089,0.0,1.0,175,RMNP_045,9/7/2020
1,0.028414999999999996,0.03141250000000001,0.050002500000000005,0.048022499999999996,0.23197,0.18059999999999998,0.11215249999999999,96.0,46598.0,9172.0,349.0,296.0,9816.0,95.0,215.0,10299.0,538.0,21824.0,0.0,1593711796280.0,-105.54544066722126,40.27713569789534,0.9994000000000001,0.9089,0.0,1.0,175,RMNP_045,9/7/2020
2,0.021815,0.023629999999999984,0.04128499999999999,0.03006500000000001,0.2799575,0.14826,0.07772249999999997,96.0,46684.0,9173.0,349.0,295.0,9840.0,95.0,215.0,10363.0,538.0,21824.0,0.0,1593711796280.0,-105.54579570899786,40.27740430278816,0.9994000000000001,0.9089,0.0,2.0,175,RMNP_045,9/7/2020
3,0.024895,0.027150000000000007,0.045217499999999994,0.037325,0.28232250000000003,0.16781249999999998,0.0903175,66.0,46696.0,9172.0,351.0,296.0,9834.0,95.0,215.0,10363.0,539.0,21824.0,0.0,1593711796280.0,-105.545442838986,40.27740596672696,0.9994000000000001,0.9089,0.0,2.0,175,RMNP_045,9/7/2020
4,0.031137499999999985,0.03449250000000001,0.055145,0.05140499999999998,0.28125,0.193525,0.11198750000000002,96.0,46818.0,9170.0,353.0,296.0,9823.0,95.0,215.0,10409.0,540.0,21824.0,0.0,1593711796280.0,-105.54508996894477,40.27740762958972,0.9994000000000001,0.9089,0.0,2.0,175,RMNP_045,9/7/2020
5,0.024675000000000002,0.026957499999999995,0.0479125,0.036142499999999994,0.29522,0.1639625,0.08412999999999998,96.0,46945.0,9173.0,351.0,295.0,9837.0,95.0,215.0,10484.0,538.0,21824.0,0.0,1593711796280.0,-105.54579788219685,40.277674571591206,0.9994000000000001,0.9089,0.0,2.0,175,RMNP_045,9/7/2020
6,0.025224999999999997,0.027480000000000004,0.04530000000000001,0.03647249999999999,0.30412999999999996,0.15805000000000002,0.0776675,96.0,47056.0,9172.0,353.0,296.0,9838.0,95.0,215.0,10538.0,539.0,21824.0,0.0,1593711796280.0,-105.54544501078014,40.27767623554581,0.9994000000000001,0.9089,0.0,2.0,175,RMNP_045,9/7/2020
0,0.07379000000000002,0.08622000000000002,0.11358249999999998,0.13665500000000003,0.248195,0.379975,0.2927725,96.0,52778.0,8405.0,1725.0,639.0,9718.0,131.0,206.0,12978.0,1260.0,21824.0,0.0,1594489029033.0,-104.7473132795513,40.81705977309744,0.9962000000000001,0.8957,0.8803000000000001,10.0,176,CPER_046,9/7/2020
1,0.07813500000000001,0.09161000000000002,0.11998999999999999,0.14429999999999998,0.25089,0.382395,0.2998125,96.0,52783.0,8406.0,1725.0,638.0,9718.0,131.0,206.0,12980.0,1259.0,21824.0,0.0,1594489029033.0,-104.74695755307499,40.81705899348001,0.9962000000000001,0.8957,0.8802000000000001,10.0,176,CPER_046,9/7/2020
2,0.07191999999999998,0.08432250000000002,0.109595,0.1325575,0.240605,0.37062500000000004,0.28609,96.0,52764.0,8404.0,1728.0,639.0,9718.0,131.0,206.0,12970.0,1261.0,21824.0,0.0,1594489029033.0,-104.74731225407803,40.81733002623259,0.9962000000000001,0.8957,0.8802000000000001,10.0,176,CPER_046,9/7/2020
3,0.07725500000000002,0.09103250000000002,0.12053999999999998,0.14617000000000002,0.24979,0.38184500000000005,0.3004725,66.0,52743.0,8405.0,1728.0,639.0,9718.0,131.0,206.0,12960.0,1260.0,21824.0,0.0,1594489029033.0,-104.74695652615809,40.81732924660777,0.9962000000000001,0.8957,0.8802000000000001,10.0,176,CPER_046,9/7/2020
4,0.08239750000000001,0.09821000000000002,0.12983499999999998,0.1581325,0.25251250000000003,0.38877500000000004,0.3083375,96.0,52759.0,8407.0,1728.0,638.0,9718.0,131.0,206.0,12969.0,1258.0,21824.0,0.0,1594489029033.0,-104.74660079825212,40.817328465886206,0.9962000000000001,0.8957,0.8802000000000001,10.0,176,CPER_046,9/7/2020
5,0.07376250000000001,0.08688000000000001,0.115865,0.14069749999999998,0.242695,0.3740075,0.2907375,96.0,52754.0,8404.0,1731.0,639.0,9718.0,131.0,206.0,12965.0,1261.0,21824.0,0.0,1594489029033.0,-104.74731122859079,40.81760027935501,0.9962000000000001,0.8957,0.8802000000000001,10.0,176,CPER_046,9/7/2020
6,0.07970250000000001,0.09485500000000002,0.12301499999999999,0.1504875,0.2481125,0.389325,0.30770500000000006,96.0,52695.0,8405.0,1731.0,639.0,9718.0,131.0,206.0,12936.0,1260.0,21824.0,0.0,1594489029033.0,-104.74695549922725,40.8175994997228,0.9962000000000001,0.8957,0.8802000000000001,10.0,176,CPER_046,9/7/2020
7,0.06113999999999997,0.07235999999999998,0.09669749999999999,0.114875,0.21844000000000002,0.34471999999999997,0.26893,96.0,51765.0,8626.0,2972.0,542.0,9718.0,131.0,186.0,12556.0,1044.0,21824.0,0.0,1593711772393.0,-104.7473132795513,40.81705977309744,0.9937,0.9096000000000001,0.0,10.0,176,CPER_046,9/7/2020
8,0.0652375,0.07511000000000001,0.09969499999999998,0.11987999999999999,0.222455,0.34664500000000004,0.2737425,96.0,51732.0,8626.0,2973.0,542.0,9718.0,131.0,186.0,12540.0,1043.0,21824.0,0.0,1593711772393.0,-104.74695755307499,40.81705899348001,0.9937,0.9096000000000001,0.0,10.0,176,CPER_046,9/7/2020
9,0.06047999999999998,0.0706,0.09496500000000002,0.1134175,0.21382,0.33743249999999997,0.26211,96.0,51809.0,8625.0,2969.0,543.0,9718.0,131.0,186.0,12578.0,1045.0,21824.0,0.0,1593711772393.0,-104.74731225407803,40.81733002623259,0.9937,0.9096000000000001,0.0,10.0,176,CPER_046,9/7/2020
10,0.0656775,0.07566,0.10041,0.11998999999999999,0.21934750000000003,0.34488500000000005,0.27256,66.0,51775.0,8625.0,2970.0,542.0,9718.0,131.0,186.0,12561.0,1044.0,21824.0,0.0,1593711772393.0,-104.74695652615809,40.81732924660777,0.9937,0.9096000000000001,0.0,10.0,176,CPER_046,9/7/2020
11,0.0689225,0.08242500000000003,0.10885250000000002,0.128955,0.22157500000000002,0.34945,0.2754475,96.0,51746.0,8627.0,2971.0,542.0,9718.0,131.0,186.0,12547.0,1043.0,21824.0,0.0,1593711772393.0,-104.74660079825212,40.817328465886206,0.9937,0.9096000000000001,0.0,10.0,176,CPER_046,9/7/2020
